incident_id,year,date_of_incident,route,borough,injury_result_description,incident_event_type,operator_id,bus_garage_id,victim_id
2412,2016,2016-08-01,37,Lambeth,"Injuries treated on scene","Collision Incident",11,37,1
2413,2016,2016-07-01,K1,"Kingston upon Thames","Reported Minor Injury - Treated at Hospital","Personal Injury",13,63,1
2414,2016,2016-07-01,330,Newham,"Injuries treated on scene","Personal Injury",3,56,1
2415,2016,2016-07-01,486,Greenwich,"Injuries treated on scene","Slip Trip Fall",8,39,1
2416,2016,2016-07-01,428,"None London Borough","Injuries treated on scene","Slip Trip Fall",21,58,1
2417,2016,2016-07-01,281,Hounslow,"Injuries treated on scene","Slip Trip Fall",5,14,1
2418,2016,2016-07-01,221,Barnet,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",6,12,1
2419,2016,2016-07-01,216,"None London Borough","Injuries treated on scene","Personal Injury",5,14,1
2420,2016,2016-07-01,208,Bromley,"Injuries treated on scene","Slip Trip Fall",4,36,1
2421,2016,2016-07-01,88,Lambeth,"Injuries treated on scene","Slip Trip Fall",1,4,1
2422,2016,2016-07-01,204,Barnet,"Injuries treated on scene","Slip Trip Fall",2,66,1
2423,2016,2016-07-01,199,Lewisham,"Injuries treated on scene","Collision Incident",4,21,1
2424,2016,2016-07-01,75,Croydon,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",4,21,1
2425,2016,2016-07-01,195,Ealing,"Injuries treated on scene","Personal Injury",9,67,1
2426,2016,2016-07-01,194,"Not specified","Injuries treated on scene","Slip Trip Fall",12,35,1
2427,2016,2016-07-01,174,"None London Borough","Injuries treated on scene","Collision Incident",3,45,1
2428,2016,2016-07-01,144,"Not specified","Injuries treated on scene","Slip Trip Fall",6,12,1
2429,2016,2016-07-01,67,"Not specified","Injuries treated on scene","Slip Trip Fall",6,26,1
2430,2016,2016-07-01,64,Croydon,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Personal Injury",11,55,1
2431,2016,2016-07-01,117,Hounslow,"Injuries treated on scene","Personal Injury",13,63,1
2432,2016,2016-07-01,51,Bromley,"Injuries treated on scene","Personal Injury",4,27,1
2433,2016,2016-07-01,48,Hackney,"Injuries treated on scene","Slip Trip Fall",3,23,1
2434,2016,2016-07-01,47,Lewisham,"Injuries treated on scene","Personal Injury",4,21,1
2435,2016,2016-07-01,37,Southwark,"Injuries treated on scene","Slip Trip Fall",11,37,1
2436,2016,2016-07-01,11,"Kensington & Chelsea","Injuries treated on scene","Slip Trip Fall",1,4,1
2437,2016,2016-06-01,492,Bexley,"Injuries treated on scene","Onboard Injuries",21,1,1
2438,2016,2016-06-01,415,Lambeth,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",10,1,1
2439,2016,2016-06-01,412,Croydon,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",12,1,1
2440,2016,2016-06-01,393,"Not specified","Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",6,1,1
2441,2016,2016-06-01,329,Haringey,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",6,1,1
2442,2016,2016-06-01,285,"Richmond Upon Thames","Injuries treated on scene","Onboard Injuries",5,1,1
2443,2016,2016-06-01,130,Croydon,"Injuries treated on scene","Onboard Injuries",11,1,1
2444,2016,2016-06-01,126,Bromley,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",11,1,1
2445,2016,2016-06-01,120,Hounslow,"Reported Minor Injury - Treated at Hospital","Onboard Injuries",5,1,1
2446,2016,2016-06-01,105,Hillingdon,"Injuries treated on scene","Onboard Injuries",2,1,1
2447,2016,2016-06-01,101,Redbridge,"Injuries treated on scene","Collision Incident",3,1,1
2448,2016,2016-06-01,89,Bexley,"Injuries treated on scene",Assault,8,1,1
2449,2016,2016-06-01,54,Bromley,"Injuries treated on scene","Onboard Injuries",4,1,1
2450,2016,2016-06-01,50,Croydon,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",12,1,1
2451,2016,2016-12-01,390,Camden,"Injuries treated on scene","Personal Injury",2,10,1
2452,2016,2016-05-01,W6,Enfield,"Injuries treated on scene","Onboard Injuries",6,1,1
2453,2016,2016-12-01,358,Bromley,"Injuries treated on scene","Slip Trip Fall",11,54,1
2454,2016,2016-12-01,333,Lambeth,"Injuries treated on scene","Personal Injury",1,4,1
2455,2016,2016-12-01,321,Greenwich,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",8,15,1
2456,2016,2016-05-01,E2,Ealing,"Reported Minor Injury - Treated at Hospital","Onboard Injuries",2,1,1
2457,2016,2016-05-01,469,Bexley,"Injuries treated on scene","Onboard Injuries",15,1,1
2458,2016,2016-05-01,326,Brent,"Injuries treated on scene","Onboard Injuries",20,1,1
2459,2016,2016-05-01,316,"Kensington & Chelsea","Reported Minor Injury - Treated at Hospital","Onboard Injuries",2,1,1
2460,2016,2016-05-01,252,Havering,"Reported Minor Injury - Treated at Hospital","Onboard Injuries",3,1,1
2461,2016,2016-05-01,161,Greenwich,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",1,1,1
2462,2016,2016-05-01,137,Lambeth,"Injuries treated on scene","Onboard Injuries",12,1,1
2463,2016,2016-05-01,97,Newham,"Injuries treated on scene","Onboard Injuries",3,1,1
2464,2016,2016-05-01,79,Brent,"Injuries treated on scene","Onboard Injuries",2,1,1
2465,2016,2016-05-01,76,"Not specified","Injuries treated on scene","Onboard Injuries",6,1,1
2466,2016,2016-05-01,64,Croydon,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",11,1,1
2467,2016,2016-05-01,46,Camden,"Injuries treated on scene","Onboard Injuries",2,1,1
2468,2016,2016-05-01,16,Westminster,"Reported Minor Injury - Treated at Hospital","Onboard Injuries",2,1,1
2469,2016,2016-04-01,P12,Southwark,"Injuries treated on scene","Onboard Injuries",11,1,1
2470,2016,2016-04-01,319,Lambeth,"Injuries treated on scene","Onboard Injuries",12,1,1
2471,2016,2016-04-01,312,Croydon,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Collision Incident",12,1,1
2472,2016,2016-04-01,267,"Hammersmith & Fulham","Injuries treated on scene","Onboard Injuries",5,1,1
2473,2016,2016-04-01,188,Lewisham,"Reported Minor Injury - Treated at Hospital","Onboard Injuries",10,1,1
2474,2016,2016-04-01,180,Greenwich,"Injuries treated on scene","Onboard Injuries",1,1,1
2475,2016,2016-04-01,137,Lambeth,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",12,1,1
2476,2016,2016-04-01,128,"Not specified","Injuries treated on scene","Onboard Injuries",6,1,1
2477,2016,2016-04-01,127,Sutton,"Injuries treated on scene","Onboard Injuries",11,1,1
2478,2016,2016-04-01,122,Lewisham,"Injuries treated on scene","Onboard Injuries",4,1,1
2479,2016,2016-04-01,38,Hackney,"Injuries treated on scene","Onboard Injuries",6,1,1
2480,2016,2016-04-01,36,Lewisham,"Injuries treated on scene","Onboard Injuries",8,1,1
2481,2016,2016-12-01,OOS,"Not specified","Injuries treated on scene","Collision Incident",6,49,1
2482,2016,2016-12-01,H32,Hounslow,"Injuries treated on scene","Personal Injury",5,31,1
2483,2016,2016-12-01,H22,"Richmond Upon Thames","Injuries treated on scene","Personal Injury",5,69,1
2484,2016,2016-12-01,H12,Harrow,"Injuries treated on scene","Slip Trip Fall",2,41,1
2485,2016,2016-04-01,14,"Hammersmith & Fulham","Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",1,1,1
2486,2016,2016-04-01,10,"Hammersmith & Fulham","Reported Minor Injury - Treated at Hospital","Onboard Injuries",5,1,1
2487,2016,2016-04-01,8,"Tower Hamlets","Injuries treated on scene","Onboard Injuries",3,1,1
2488,2016,2016-12-01,607,Ealing,"Injuries treated on scene","Personal Injury",9,74,1
2489,2016,2016-04-01,5,"None London Borough","Injuries treated on scene","Onboard Injuries",3,1,1
2490,2016,2016-12-01,237,Hounslow,"Injuries treated on scene","Personal Injury",2,50,1
2491,2016,2016-12-01,415,Southwark,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Personal Injury",10,60,1
2492,2016,2016-12-01,407,Croydon,"Injuries treated on scene","Personal Injury",10,47,1
2493,2016,2016-12-01,134,Camden,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",2,10,1
2494,2016,2016-01-01,165,Havering,"Injuries treated on scene","Onboard Injuries",3,1,1
2495,2016,2016-12-01,55,Hackney,"Injuries treated on scene","Personal Injury",3,23,1
2496,2016,2016-12-01,77,Wandsworth,"Injuries treated on scene","Slip Trip Fall",1,4,1
2497,2016,2016-12-01,19,"City of London","Injuries treated on scene","Slip Trip Fall",1,4,1
2498,2016,2016-12-01,18,Brent,"Injuries treated on scene","Personal Injury",9,9,1
2499,2016,2016-11-01,476,Hackney,"Injuries treated on scene","Personal Injury",1,68,1
2500,2016,2016-11-01,U4,Hillingdon,"Injuries treated on scene","Personal Injury",9,59,1
2501,2016,2016-11-01,S4,Sutton,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",10,47,1
2502,2016,2016-11-01,390,Islington,"Injuries treated on scene","Personal Injury",2,10,1
2503,2016,2016-11-01,284,Lewisham,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Personal Injury",11,54,1
2504,2016,2016-11-01,281,"Kingston upon Thames","Injuries treated on scene","Personal Injury",5,14,1
2505,2016,2016-11-01,145,"Barking & Dagenham","Injuries treated on scene","Personal Injury",3,2,1
2506,2016,2016-11-01,159,Lambeth,"Injuries treated on scene","Personal Injury",10,22,1
2507,2016,2016-11-01,134,Camden,"Injuries treated on scene","Collision Incident",2,10,1
2508,2016,2016-11-01,76,"Not specified","Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",6,49,1
2509,2016,2016-11-01,99,Greenwich,"Injuries treated on scene","Personal Injury",4,27,1
2510,2016,2016-11-01,54,Lewisham,"Reported Minor Injury - Treated at Hospital","Personal Injury",4,21,1
2511,2016,2016-11-01,89,Greenwich,"Injuries treated on scene","Personal Injury",8,39,1
2512,2016,2016-11-01,85,Wandsworth,"Injuries treated on scene","Personal Injury",5,33,1
2513,2016,2016-11-01,38,Hackney,"Injuries treated on scene","Slip Trip Fall",6,16,1
2514,2016,2016-11-01,27,Camden,"Injuries treated on scene","Personal Injury",5,71,1
2515,2016,2016-11-01,6,Westminster,"Injuries treated on scene","Personal Injury",2,28,1
2516,2016,2016-10-01,H98,Hounslow,"Injuries treated on scene","Personal Injury",5,31,1
2517,2016,2016-10-01,483,Brent,"Injuries treated on scene","Personal Injury",9,62,1
2518,2016,2016-10-01,332,Brent,"Injuries treated on scene","Slip Trip Fall",2,8,1
2519,2016,2016-10-01,329,Haringey,"Injuries treated on scene","Slip Trip Fall",6,43,1
2520,2016,2016-10-01,305,Barnet,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Personal Injury",17,44,1
2521,2016,2016-10-01,281,"Richmond Upon Thames","Injuries treated on scene","Personal Injury",5,14,1
2522,2016,2016-10-01,267,Hounslow,"Injuries treated on scene","Slip Trip Fall",5,14,1
2523,2016,2016-10-01,243,"Not specified","Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",6,49,1
2524,2016,2016-10-01,177,Greenwich,"Injuries treated on scene","Personal Injury",4,27,1
2525,2016,2016-10-01,165,Havering,"Injuries treated on scene","Personal Injury",3,45,1
2526,2016,2016-10-01,109,Croydon,"Injuries treated on scene","Personal Injury",10,47,1
2527,2016,2016-10-01,142,Barnet,"Injuries treated on scene","Slip Trip Fall",17,44,1
2528,2016,2016-10-01,59,Lambeth,"Injuries treated on scene","Personal Injury",12,24,1
2529,2016,2016-01-01,W7,Barnet,"Injuries treated on scene","Onboard Injuries",2,1,1
2530,2016,2016-01-01,R11,Bexley,"Injuries treated on scene","Onboard Injuries",11,1,1
2531,2016,2016-10-01,11,"Kensington & Chelsea","Injuries treated on scene","Personal Injury",1,4,1
2532,2016,2016-10-01,8,"Tower Hamlets","Injuries treated on scene","Personal Injury",3,3,1
2533,2016,2016-01-01,390,Camden,"Injuries treated on scene","Onboard Injuries",2,1,1
2534,2016,2016-01-01,208,Bromley,"Injuries treated on scene","Onboard Injuries",4,1,1
2535,2016,2016-01-01,136,Lewisham,"Injuries treated on scene","Onboard Injuries",4,1,1
2536,2016,2016-01-01,88,Lambeth,"Injuries treated on scene","Onboard Injuries",1,1,1
2537,2016,2016-01-01,44,Wandsworth,"Injuries treated on scene","Onboard Injuries",1,1,1
2538,2016,2016-01-01,37,Lambeth,"Reported Minor Injury - Treated at Hospital","Onboard Injuries",11,1,1
2539,2015,2015-11-01,71,"Kingston upon Thames","Injuries treated on scene","Onboard Injuries",5,1,1
2540,2015,2015-12-01,601,Bexley,"Injuries treated on scene","Onboard Injuries",4,1,1
2541,2015,2015-12-01,453,Lambeth,"Reported Minor Injury - Treated at Hospital","Onboard Injuries",1,1,1
2542,2015,2015-12-01,396,Redbridge,"Injuries treated on scene","Onboard Injuries",3,1,1
2543,2015,2015-12-01,262,Newham,"Injuries treated on scene","Onboard Injuries",3,1,1
2544,2015,2015-12-01,237,Hounslow,"Injuries treated on scene","Onboard Injuries",2,1,1
2545,2015,2015-12-01,105,Ealing,"Injuries treated on scene","Onboard Injuries",2,1,1
2546,2015,2015-12-01,101,Newham,"Reported Minor Injury - Treated at Hospital","Onboard Injuries",3,1,1
2547,2015,2015-12-01,96,Lewisham,"Injuries treated on scene","Onboard Injuries",4,1,1
2548,2015,2015-12-01,77,Lambeth,"Injuries treated on scene","Onboard Injuries",1,1,1
2549,2015,2015-12-01,69,Newham,"Injuries treated on scene","Onboard Injuries",3,1,1
2550,2015,2015-12-01,52,Westminster,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",2,1,1
2551,2015,2015-12-01,16,Westminster,"Injuries treated on scene",Assault,2,1,1
2552,2015,2015-11-01,607,Hillingdon,"Injuries treated on scene","Onboard Injuries",9,1,1
2553,2015,2015-11-01,490,"Richmond Upon Thames","Injuries treated on scene","Onboard Injuries",13,1,1
2554,2015,2015-09-01,W8,Enfield,"Injuries treated on scene","Onboard Injuries",2,1,1
2555,2015,2015-09-01,P12,Southwark,"Injuries treated on scene","Onboard Injuries",11,1,1
2556,2015,2015-11-01,103,Havering,"Injuries treated on scene","Onboard Injuries",3,1,1
2557,2015,2015-11-01,90,Hillingdon,"Reported Minor Injury - Treated at Hospital","Onboard Injuries",2,1,1
2558,2015,2015-11-01,88,Camden,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",1,1,1
2559,2015,2015-08-01,136,Lewisham,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",4,1,1
2560,2015,2015-08-01,136,Lewisham,"Injuries treated on scene","Onboard Injuries",4,1,1
2561,2015,2015-08-01,131,"Kingston upon Thames","Injuries treated on scene","Onboard Injuries",5,1,1
2562,2015,2015-08-01,126,Bromley,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",11,1,1
2563,2015,2015-11-01,34,Enfield,"Injuries treated on scene","Onboard Injuries",2,1,1
2564,2015,2015-11-01,25,"Tower Hamlets","Injuries treated on scene","Onboard Injuries",7,1,1
2565,2015,2015-11-01,13,Westminster,"Reported Minor Injury - Treated at Hospital","Onboard Injuries",20,1,1
2566,2015,2015-10-01,U3,Hillingdon,"Injuries treated on scene","Onboard Injuries",9,1,1
2567,2015,2015-10-01,B16,Bexley,"Injuries treated on scene","Onboard Injuries",8,1,1
2568,2015,2015-10-01,453,Westminster,"Injuries treated on scene","Onboard Injuries",1,1,1
2569,2015,2015-10-01,381,Southwark,"Injuries treated on scene","Onboard Injuries",10,1,1
2570,2015,2015-10-01,287,"Barking & Dagenham","Reported Minor Injury - Treated at Hospital","Onboard Injuries",3,1,1
2571,2015,2015-10-01,263,Barnet,"Injuries treated on scene","Onboard Injuries",2,1,1
2572,2015,2015-10-01,142,Barnet,"Injuries treated on scene","Onboard Injuries",17,1,1
2573,2015,2015-10-01,79,Brent,"Injuries treated on scene","Onboard Injuries",2,1,1
2574,2015,2015-10-01,55,"None London Borough","Injuries treated on scene","Onboard Injuries",3,1,1
2575,2015,2015-09-01,697,Hillingdon,"Injuries treated on scene","Onboard Injuries",5,1,1
2576,2015,2015-10-01,18,Westminster,"Injuries treated on scene","Onboard Injuries",9,1,1
2577,2015,2015-10-01,12,Westminster,"Reported Minor Injury - Treated at Hospital","Collision Incident",8,1,1
2578,2015,2015-09-01,366,"Barking & Dagenham","Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Collision Incident",3,1,1
2579,2015,2015-09-01,260,"Hammersmith & Fulham","Injuries treated on scene","Onboard Injuries",2,1,1
2580,2015,2015-09-01,259,Islington,"Injuries treated on scene","Onboard Injuries",1,1,1
2581,2015,2015-09-01,257,"Waltham Forest","Injuries treated on scene","Onboard Injuries",1,1,1
2582,2015,2015-09-01,217,Haringey,"Injuries treated on scene","Safety Critical Failure",2,1,1
2583,2015,2015-09-01,151,Sutton,"Injuries treated on scene","Onboard Injuries",1,1,1
2584,2015,2015-09-01,63,Southwark,"Injuries treated on scene","Onboard Injuries",11,1,1
2585,2015,2015-09-01,37,Lambeth,"Injuries treated on scene","Onboard Injuries",11,1,1
2586,2015,2015-09-01,5,"Barking & Dagenham","Injuries treated on scene","Onboard Injuries",3,1,1
2587,2015,2015-08-01,D3,"Tower Hamlets","Injuries treated on scene","Onboard Injuries",3,1,1
2588,2015,2015-08-01,453,Westminster,"Injuries treated on scene","Onboard Injuries",1,1,1
2589,2015,2015-08-01,432,Lambeth,"Injuries treated on scene","Onboard Injuries",1,1,1
2590,2015,2015-08-01,248,Havering,"Injuries treated on scene","Onboard Injuries",3,1,1
2591,2015,2015-08-01,12,Southwark,"Injuries treated on scene","Onboard Injuries",8,1,1
2592,2015,2015-08-01,9,Westminster,"Injuries treated on scene","Onboard Injuries",5,1,1
2593,2015,2015-07-01,147,Newham,"Injuries treated on scene","Onboard Injuries",3,1,1
2594,2015,2015-08-01,24,Westminster,"Injuries treated on scene","Onboard Injuries",2,1,1
2595,2015,2015-07-01,136,Lewisham,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",4,1,1
2596,2015,2015-07-01,277,Hackney,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",3,1,1
2597,2015,2015-07-01,134,Camden,"Reported Minor Injury - Treated at Hospital","Collision Incident",2,1,1
2598,2015,2015-07-01,453,Lewisham,"Injuries treated on scene","Onboard Injuries",1,1,1
2599,2015,2015-07-01,453,Lambeth,"Reported Minor Injury - Treated at Hospital","Onboard Injuries",1,1,1
2600,2015,2015-07-01,232,Barnet,"Injuries treated on scene","Onboard Injuries",2,1,1
2601,2015,2015-07-01,302,Brent,"Injuries treated on scene","Onboard Injuries",2,1,1
